"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU1832","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium pallidum"
"OTU1834","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU1835","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU1836","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Melanocarpus","Melanocarpus albomyces"
"OTU1837","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU1839","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces",NA
"OTU1840","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces bailii"
"OTU1842","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales",NA,NA,NA
"OTU1843","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago bullata"
"OTU1844","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales",NA,NA,NA
"OTU1845","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1846","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces","Allomyces anomalus"
"OTU1847","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium",NA
"OTU1848","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU1849","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1850","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae",NA,NA
"OTU1851","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA
"OTU1852","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1853","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1854","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Ascotricha","Ascotricha chartarum"
"OTU1855","Rhodoplantae","Rhodophyta","Bangiophyceae","Bangiales",NA,NA,NA
"OTU1856","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU1857","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"OTU1858","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora",NA
"OTU1859","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula toruloides"
"OTU1861","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1862","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1863","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA
"OTU1864","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum floriforme"
"OTU1865","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"OTU1866","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1867","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1868","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Acremonium","Acremonium chrysogenum",NA
"OTU1869","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae",NA,NA
"OTU1870","Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"OTU1871","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1872","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae",NA,NA
"OTU1873","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella alpina"
"OTU1874","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU1875","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1876","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia",NA
"OTU1877","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis",NA
"OTU1878","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA
"OTU1879","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU1880","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae","Leptoxyphium","Leptoxyphium madagascariense"
"OTU1881","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU1882","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1883","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1884","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Catenariaceae","Catenophlyctis","Catenophlyctis variabilis"
"OTU1885","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1886","Fungi",NA,NA,NA,NA,NA,NA
"OTU1887","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1888","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pithoascus","Pithoascus nidicola"
"OTU1889","Rhodoplantae","Rhodophyta","Florideophyceae","Gracilariales",NA,NA,NA
"OTU1890","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe",NA
"OTU1891","Protista",NA,NA,NA,NA,NA,NA
"OTU1892","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Hawksworthiomyces","Hawksworthiomyces crousii"
"OTU1893","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"OTU1894","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1895","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1896","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU1897","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU1898","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales",NA,NA,NA
"OTU1899","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1900","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1901","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1902","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis",NA
"OTU1903","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus irregularis"
"OTU1904","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1905","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1906","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Kochiomyces",NA
"OTU1907","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1908","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU1909","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU1910","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU1911","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"OTU1912","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1913","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1914","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"OTU1915","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Leucocalocybe","Leucocalocybe mongolica"
"OTU1916","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU1917","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe inopinata"
"OTU1918","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1919","Fungi","Ascomycota","Lecanoromycetes",NA,NA,NA,NA
"OTU1920","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU1921","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1922","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1923","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU1924","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella striatispora"
"OTU1925","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU1926","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1927","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU1928","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1929","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1930","Fungi",NA,NA,NA,NA,NA,NA
"OTU1931","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus",NA
"OTU1934","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Geminibasidium hirsutum"
"OTU1935","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1936","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NA
"OTU1937","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1938","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1939","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1941","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus intraradices"
"OTU1943","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1944","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1945","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Convolvulaceae",NA,NA
"OTU1946","Fungi",NA,NA,NA,NA,NA,NA
"OTU1947","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"OTU1948","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1949","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1950","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU1951","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU1952","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella alpina"
"OTU1953","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1954","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora",NA
"OTU1955","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum",NA
"OTU1956","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1957","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1958","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU1959","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1960","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1961","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1962","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU1964","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum triplex"
"OTU1965","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1966","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1967","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,NA
"OTU1968","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU1969","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Lichtheimia","Lichtheimia hyalospora"
"OTU1970","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1971","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1972","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1973","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"OTU1974","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1975","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"OTU1976","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1977","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae",NA,NA
"OTU1978","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1979","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1980","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Chlorophyllum","Chlorophyllum molybdites"
"OTU1981","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Dothiorella","Dothiorella plurivora"
"OTU1982","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1983","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1984","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia",NA
"OTU1985","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU1986","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1987","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1988","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1989","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1990","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales",NA,NA,NA
"OTU1991","Ichthyosporia","Ichthyosporea","Dermocystida",NA,NA,NA,NA
"OTU1992","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis isabellina"
"OTU1993","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atrogelatinosum"
"OTU1994","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU1995","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU1996","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Capsicum","Capsicum annuum"
"OTU1997","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum parvum"
"OTU1999","Fungi","Ascomycota","Leotiomycetes","Helotiales","Chalara","Chalara heteroderae",NA
"OTU2000","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2001","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"OTU2002","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU2003","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2004","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2005","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA
"OTU2006","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU2007","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Syncephalastraceae","Syncephalastrum","Syncephalastrum racemosum"
"OTU2008","Fungi",NA,NA,NA,NA,NA,NA
"OTU2009","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2010","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Candida","Candida tropicalis",NA
"OTU2011","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus walkeri"
"OTU2012","Protista",NA,NA,NA,NA,NA,NA
"OTU2013","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Portulacaceae","Portulaca","Portulaca oleracea"
"OTU2014","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU2016","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum campestre"
"OTU2017","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU2018","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2019","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU2020","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2021","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU2022","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cladorrhinum",NA
"OTU2023","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2024","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae","Saccharomycopsis","Saccharomycopsis crataegensis"
"OTU2025","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2026","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU2027","Fungi",NA,NA,NA,NA,NA,NA
"OTU2028","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus irregularis"
"OTU2029","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA
"OTU2030","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus",NA
"OTU2031","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU2032","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU2033","Rhodoplantae","Rhodophyta","Florideophyceae","Nemaliales",NA,NA,NA
"OTU2034","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2035","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"OTU2036","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA
"OTU2037","Stramenopila","Ochrophyta","Chrysophyceae","Chromulinales",NA,NA,NA
"OTU2038","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus fumigatus"
"OTU2039","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","Westerdykella reniformis"
"OTU2040","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae",NA,NA
"OTU2041","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella superiorensis"
"OTU2042","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Piskurozyma","Piskurozyma capsuligena"
"OTU2043","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Chrysosporium","Chrysosporium undulatum",NA
"OTU2044","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2045","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2046","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"OTU2047","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Leiothecium","Leiothecium ellipsoideum"
"OTU2048","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2049","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Melanophyllum","Melanophyllum haematospermum"
"OTU2050","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2051","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"OTU2052","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2053","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum",NA
"OTU2054","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae","Entyloma",NA
"OTU2055","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium coffeae"
"OTU2056","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2057","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2058","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2060","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU2061","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU2062","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU2063","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2064","Viridiplantae","Chlorophyta","Chlamydomonas",NA,NA,NA,NA
"OTU2065","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium alfredii"
"OTU2066","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2067","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU2068","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU2069","Fungi",NA,NA,NA,NA,NA,NA
"OTU2070","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA
"OTU2071","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU2072","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU2073","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Duddingtonia","Duddingtonia flagrans"
"OTU2074","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU2075","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU2076","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU2077","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2078","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU2079","Fungi","Calcarisporiellomycota","Calcarisporiellomycetes","Calcarisporiellales","Calcarisporiellaceae","Calcarisporiella","Calcarisporiella thermophila"
"OTU2080","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA
"OTU2081","Fungi","Monoblepharomycota","Monoblepharidomycetes",NA,NA,NA,NA
"OTU2082","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU2083","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium humicola"
"OTU2084","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2085","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales",NA,NA,NA
"OTU2086","Fungi",NA,NA,NA,NA,NA,NA
"OTU2087","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2088","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU2089","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU2090","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU2091","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2092","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2093","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU2095","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor irregularis"
"OTU2096","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU2097","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus demonbreunii"
"OTU2098","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala mesophila"
"OTU2099","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2100","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU2101","Fungi",NA,NA,NA,NA,NA,NA
"OTU2102","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus campestris"
