"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU3342","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU3343","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU3345","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU3346","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3347","Fungi","Mucoromycota","Mucoromycetes","Mucorales",NA,NA,NA
"OTU3348","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Corynesporascaceae","Corynespora","Corynespora cassiicola"
"OTU3349","Metazoa","Porifera","Calcarea","Clathrinida",NA,NA,NA
"OTU3350","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3351","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3354","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU3355","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3357","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus devoniensis"
"OTU3358","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","Thelonectria olida"
"OTU3359","Protista",NA,NA,NA,NA,NA,NA
"OTU3360","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorosarcinaceae","Desmotetra",NA
"OTU3361","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3362","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU3363","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Hypomyces",NA
"OTU3365","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU3366","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Geomyces",NA
"OTU3367","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"OTU3368","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3369","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3370","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU3371","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3372","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","Monoblepharidaceae",NA,NA
"OTU3373","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Zoopagaceae","Acaulopage",NA
"OTU3375","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces",NA
"OTU3376","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Adisciso","Adisciso tricellulare"
"OTU3377","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3378","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Entrophospora",NA,NA
"OTU3379","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3380","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3381","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium",NA
"OTU3382","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3383","",NA,NA,NA,NA,NA,NA
"OTU3384","Fungi",NA,NA,NA,NA,NA,NA
"OTU3385","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"OTU3386","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU3387","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"OTU3388","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella zeae"
"OTU3389","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3391","Ichthyosporia","Ichthyosporea","Dermocystida",NA,NA,NA,NA
"OTU3392","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces",NA
"OTU3393","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum parvum"
"OTU3395","Fungi","Basidiomycota","Agaricomycetes","Trechisporales",NA,NA,NA
"OTU3396","Protista",NA,NA,NA,NA,NA,NA
"OTU3397","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3398","Viridiplantae","Anthophyta","Monocotyledonae","Poales","Poaceae","Setaria","Setaria verticillata"
"OTU3399","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3400","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3401","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA
"OTU3402","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU3403","Viridiplantae","Anthophyta","Eudicotyledonae","Fabales",NA,NA,NA
"OTU3404","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3405","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe semiglobata"
"OTU3406","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Lyomyces",NA
"OTU3407","Protista",NA,NA,NA,NA,NA,NA
"OTU3408","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Hypochnicium","Hypochnicium cremicolor"
"OTU3409","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3410","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3411","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus sydowii"
"OTU3412","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae",NA,NA
"OTU3413","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3414","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces",NA
"OTU3415","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU3417","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU3418","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Pezoloma","Pezoloma ericae"
"OTU3419","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3420","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3421","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3422","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU3423","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA
"OTU3424","Fungi","Glomeromycota",NA,NA,NA,NA,NA
"OTU3425","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3427","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3428","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Leptonia",NA
"OTU3429","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"OTU3430","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3431","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Entrophospora",NA,NA
"OTU3432","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3433","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3434","Fungi","Ascomycota","Sordariomycetes","Glomerellales",NA,NA,NA
"OTU3435","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3437","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3438","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU3439","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"OTU3440","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3441","Viridiplantae","Anthophyta","Eudicotyledonae","Vitales",NA,NA,NA
"OTU3443","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3444","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3445","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Dirkmeia","Dirkmeia churashimaensis"
"OTU3446","Protista",NA,NA,NA,NA,NA,NA
"OTU3448","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3449","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella",NA
"OTU3450","Fungi",NA,NA,NA,NA,NA,NA
"OTU3451","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3452","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3453","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales",NA,NA,NA
"OTU3454","Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus",NA
"OTU3455","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Gongronella","Gongronella butleri"
"OTU3456","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3457","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU3458","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3460","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3461","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU3462","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU3464","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Thermomucor","Thermomucor indicae-seudaticae"
"OTU3466","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"OTU3467","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales",NA,NA,NA
"OTU3468","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU3469","Protista",NA,NA,NA,NA,NA,NA
"OTU3471","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3472","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"OTU3474","Fungi","Glomeromycota",NA,NA,NA,NA,NA
"OTU3475","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA
"OTU3476","Fungi","Ascomycota","Sordariomycetes","Xylariales","Bartaliniaceae","Truncatella","Truncatella angustata"
"OTU3478","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3479","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Entrophospora",NA,NA
"OTU3480","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU3481","Protista",NA,NA,NA,NA,NA,NA
"OTU3482","Protista",NA,NA,NA,NA,NA,NA
"OTU3483","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Actinomucor","Actinomucor elegans"
"OTU3484","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU3485","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3486","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae","Saccharomycopsis","Saccharomycopsis schoenii"
"OTU3487","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Saturnispora",NA
"OTU3488","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema terrestris"
"OTU3489","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3491","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3492","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3493","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3494","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU3495","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus sclerotiorum"
"OTU3496","Stramenopila","Oomycota","Oomycetes","Pythiales",NA,NA,NA
"OTU3497","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Vermispora",NA,NA
"OTU3498","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","Magnaporthiopsis incrustans"
"OTU3499","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","Arthroderma gloriae"
"OTU3500","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3501","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU3502","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3503","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA
"OTU3504","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU3505","Rhodoplantae","Rhodophyta","Bangiophyceae","Bangiales",NA,NA,NA
"OTU3506","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3507","Metazoa","Placozoa",NA,NA,NA,NA,NA
"OTU3508","Fungi",NA,NA,NA,NA,NA,NA
"OTU3509","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3510","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3511","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3512","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3513","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Entrophospora",NA,NA
"OTU3514","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron echinulatum"
"OTU3515","Metazoa","Nematoda","Chromadorea","Rhabditida","Meloidogynidae","Meloidogyne","Meloidogyne arenaria"
"OTU3516","Fungi",NA,NA,NA,NA,NA,NA
"OTU3517","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA
"OTU3518","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3519","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales",NA,NA,NA
"OTU3521","Viridiplantae","Anthophyta","Eudicotyledonae","Fabales","Fabaceae",NA,NA
"OTU3525","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3526","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Gaertneriomyces","Gaertneriomyces semiglobifer"
"OTU3527","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3530","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU3531","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus palmeri"
"OTU3532","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3533","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3534","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU3535","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala dermatitidis"
"OTU3536","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae",NA,NA
"OTU3537","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"OTU3538","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU3540","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA
"OTU3541","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3542","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU3543","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3544","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Entrophospora",NA,NA
"OTU3545","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU3546","Viridiplantae","Chlorophyta","Chlorophyceae","Sphaeropleales",NA,NA,NA
"OTU3547","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3548","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3549","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3551","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Gelasinospora","Gelasinospora udagawae"
"OTU3552","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis nigrescens"
"OTU3553","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3554","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3555","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU3556","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales",NA,NA,NA
"OTU3557","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3558","Fungi","Basidiomycota","Agaricomycetes","Trechisporales",NA,NA,NA
"OTU3559","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU3560","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis",NA
"OTU3561","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3562","Protista",NA,NA,NA,NA,NA,NA
"OTU3563","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3564","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Abortiporus","Abortiporus biennis"
"OTU3565","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3566","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3567","Fungi",NA,NA,NA,NA,NA,NA
"OTU3568","Ichthyosporia","Ichthyosporea","Dermocystida",NA,NA,NA,NA
"OTU3569","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3570","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3572","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3574","Fungi","Basidiomycota","Agaricomycetes","Russulales",NA,NA,NA
"OTU3575","Fungi",NA,NA,NA,NA,NA,NA
"OTU3576","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",NA
"OTU3577","Fungi",NA,NA,NA,NA,NA,NA
"OTU3579","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora scrobiculata"
"OTU3580","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU3581","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3582","Protista",NA,NA,NA,NA,NA,NA
"OTU3583","Viridiplantae","Anthophyta","Eudicotyledonae","Asterales","Asteraceae","Ambrosia",NA
"OTU3584","Ichthyosporia","Ichthyosporea","Dermocystida",NA,NA,NA,NA
"OTU3585","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3586","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU3587","Rhodoplantae","Rhodophyta","Florideophyceae","Gigartinales",NA,NA,NA
"OTU3588","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Hypomyces",NA
"OTU3589","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum",NA
"OTU3590","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3591","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3592","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum xerophilum"
"OTU3594","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU3595","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3596","Fungi","Basidiomycota","Microbotryomycetes","Chrysozymaceae",NA,NA,NA
"OTU3597","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3598","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Thyridariaceae","Roussoella","Roussoella solani"
"OTU3599","Fungi","Basidiomycota","Agaricomycetes","Atheliales",NA,NA,NA
"OTU3600","Fungi",NA,NA,NA,NA,NA,NA
"OTU3602","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales",NA,NA,NA
"OTU3604","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3605","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU3606","Stramenopila","Oomycota","Oomycetes","Pythiales",NA,NA,NA
"OTU3607","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"OTU3608","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"OTU3609","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3611","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA
"OTU3612","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Entrophospora",NA,NA
"OTU3613","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"OTU3614","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3615","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3616","Fungi","Ascomycota","Dothideomycetes","Dothideales",NA,NA,NA
"OTU3617","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum",NA
"OTU3618","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Candida","Candida albicans",NA
"OTU3619","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3621","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU3622","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3623","Fungi","Basidiomycota","Agaricomycetes","Glutinoagger","Glutinoagger fibulatus",NA,NA
"OTU3624","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Amaranthaceae","Beta",NA
"OTU3625","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria",NA
"OTU3626","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3627","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA
"OTU3628","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis rosea"
"OTU3629","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3630","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3631","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3632","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA
"OTU3633","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3634","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Cephaliophora",NA
"OTU3635","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pterulaceae","Pterula",NA
"OTU3636","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3637","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3638","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis",NA
"OTU3639","Metazoa","Porifera","Calcarea","Clathrinida",NA,NA,NA
